InvoiceDate,StockCode,Quantity,UnitPrice,Week,Weekday,Day,TotalPrice,Ost,Action,Category,Price,Discount
2022-04-01,43765,5.00,198.79,14,4,1,39.76,3.00,,22137,41.10,
2022-04-01,22204,2.00,34.60,14,4,1,17.30,21.00,,22137,17.30,
2022-04-01,43764,,,14,4,1,,6.00,,22137,39.70,
2022-04-02,22204,8.00,138.40,14,5,2,17.30,18.00,,22137,17.30,
2022-04-02,43766,8.00,299.20,14,5,2,37.40,4.00,,22137,37.40,
2022-04-02,103386,11.00,694.10,14,5,2,63.10,35.00,,22285,63.10,
2022-04-02,43765,4.00,164.40,14,5,2,41.10,5.00,,22137,41.10,
2022-04-02,43764,2.00,79.40,14,5,2,39.70,4.00,,22137,39.70,
2022-04-03,22204,12.00,207.21,14,6,3,17.27,6.00,,22137,17.30,
2022-04-03,103386,5.00,315.50,14,6,3,63.10,30.00,,22285,63.10,
2022-04-03,43764,3.00,119.10,14,6,3,39.70,1.00,,22137,39.70,
2022-04-03,43765,5.00,205.50,14,6,3,41.10,,,22137,41.10,
2022-04-03,43766,2.00,74.80,14,6,3,37.40,2.00,,22137,37.40,
2022-04-04,43766,2.00,74.80,15,,4,37.40,3.00,,22137,37.40,
2022-04-04,103386,9.00,567.90,15,,4,63.10,41.00,,22285,63.10,
2022-04-04,43765,,,15,,4,,3.00,,22137,41.10,
2022-04-04,22204,5.00,86.50,15,,4,17.30,5.00,,22137,17.30,
2022-04-04,43764,1.00,39.70,15,,4,39.70,,,22137,39.70,
2022-04-05,22204,7.00,121.10,15,1,5,17.30,8.00,,22137,17.30,
2022-04-05,43764,2.00,79.40,15,1,5,39.70,4.00,,22137,39.70,
2022-04-05,43765,5.00,205.50,15,1,5,41.10,4.00,,22137,41.10,
2022-04-05,103386,5.00,315.50,15,1,5,63.10,36.00,,22285,63.10,
2022-04-05,43766,3.00,112.20,15,1,5,37.40,6.00,,22137,37.40,
2022-04-06,43764,1.00,39.70,15,2,6,39.70,3.00,,22137,39.70,
2022-04-06,22204,3.00,51.90,15,2,6,17.30,10.00,,22137,17.30,
2022-04-06,103386,4.00,252.40,15,2,6,63.10,32.00,,22285,63.10,
2022-04-06,43765,3.00,123.30,15,2,6,41.10,4.00,,22137,41.10,
2022-04-06,43766,4.00,149.60,15,2,6,37.40,5.00,,22137,37.40,
2022-04-07,43765,3.00,121.10,15,3,7,40.37,3.00,,22137,41.10,
2022-04-07,43766,6.00,224.40,15,3,7,37.40,1.00,,22137,37.40,
2022-04-07,103386,8.00,504.80,15,3,7,63.10,24.00,,22285,63.10,
2022-04-07,22204,6.00,101.28,15,3,7,16.88,9.00,,22137,17.30,
2022-04-07,43764,1.00,39.70,15,3,7,39.70,2.00,,22137,39.70,
2022-04-08,43764,2.00,79.40,15,4,8,39.70,3.00,,22137,39.70,
2022-04-08,43765,3.00,123.30,15,4,8,41.10,3.00,,22137,41.10,
2022-04-08,43766,1.00,37.40,15,4,8,37.40,,,22137,37.40,
2022-04-08,103386,5.00,315.50,15,4,8,63.10,19.00,,22285,63.10,
2022-04-08,22204,3.00,51.90,15,4,8,17.30,11.00,,22137,17.30,
2022-04-09,22204,6.00,103.80,15,5,9,17.30,15.00,,22137,17.30,
2022-04-09,43766,3.00,112.20,15,5,9,37.40,3.00,,22137,37.40,
2022-04-09,103386,4.00,252.40,15,5,9,63.10,15.00,,22285,63.10,
2022-04-09,43764,,,15,5,9,,9.00,,22137,39.70,
2022-04-09,43765,,,15,5,9,,9.00,,22137,41.10,
2022-04-10,22204,3.00,51.90,15,6,10,17.30,12.00,,22137,17.30,
2022-04-10,43764,,,15,6,10,,9.00,,22137,39.70,
2022-04-10,43765,4.00,164.40,15,6,10,41.10,5.00,,22137,41.10,
2022-04-10,43766,3.00,112.20,15,6,10,37.40,,,22137,37.40,
2022-04-10,103386,2.00,126.20,15,6,10,63.10,13.00,,22285,63.10,
2022-04-11,103386,8.00,504.80,16,,11,63.10,5.00,,22285,63.10,
2022-04-11,22204,7.00,119.23,16,,11,17.03,5.00,,22137,17.30,
2022-04-11,43764,1.00,39.70,16,,11,39.70,8.00,,22137,39.70,
