InvoiceDate,StockCode,Quantity,UnitPrice,Week,Weekday,Day,TotalPrice,Ost,Action,Category,Price,Discount
2023-03-06,106122,10.00,334.90,11,,6,33.49,16.00,1,103329,33.49,
2023-03-06,21999,2.00,64.40,11,,6,32.20,4.00,,21768,32.20,
2023-03-06,33453,2.00,69.70,11,,6,34.85,6.00,,23131,35.40,
2023-03-06,23243,3.00,119.10,11,,6,39.70,4.00,,23131,39.70,
2023-03-07,21999,4.00,105.63,11,1,7,26.41,12.00,,21768,32.20,
2023-03-07,23243,3.00,119.10,11,1,7,39.70,1.00,,23131,39.70,
2023-03-07,102270,,,11,1,7,,9.00,,21768,28.80,
2023-03-07,33453,2.00,70.80,11,1,7,35.40,4.00,,23131,35.40,
2023-03-07,44213,1.00,37.70,11,1,7,37.70,8.00,,103329,37.70,
2023-03-07,106122,5.00,167.45,11,1,7,33.49,11.00,1,103329,33.49,
2023-03-07,22437,7.00,229.60,11,1,7,32.80,8.00,,103329,32.80,
2023-03-07,102267,,,11,1,7,,5.00,,21768,32.20,
2023-03-08,22437,12.00,393.60,11,2,8,32.80,6.00,,103329,32.80,
2023-03-08,102267,3.00,96.60,11,2,8,32.20,2.00,,21768,32.20,
2023-03-08,21999,,,11,2,8,,12.00,,21768,32.20,
2023-03-08,102270,,,11,2,8,,9.00,,21768,28.80,
2023-03-08,23243,1.00,39.70,11,2,8,39.70,6.00,,23131,39.70,
2023-03-08,33453,1.00,35.40,11,2,8,35.40,3.00,,23131,35.40,
2023-03-08,44213,1.00,37.70,11,2,8,37.70,7.00,,103329,37.70,
2023-03-08,106122,5.00,166.65,11,2,8,33.33,12.00,1,103329,33.49,
2023-03-09,44213,4.00,150.80,11,3,9,37.70,8.00,,103329,37.70,
2023-03-09,21999,7.00,224.88,11,3,9,32.13,5.00,,21768,32.20,
2023-03-09,33453,,,11,3,9,,3.00,,23131,35.40,
2023-03-09,106122,5.00,167.45,11,3,9,33.49,13.00,1,103329,33.49,
2023-03-09,22437,4.00,131.20,11,3,9,32.80,17.00,,103329,32.80,
2023-03-09,23243,1.00,39.70,11,3,9,39.70,5.00,,23131,39.70,
2023-03-09,102267,1.00,32.20,11,3,9,32.20,1.00,,21768,32.20,
2023-03-09,102270,2.00,57.60,11,3,9,28.80,7.00,,21768,28.80,
2023-03-10,22437,11.00,360.80,11,4,10,32.80,16.00,,103329,32.80,
2023-03-10,44213,5.00,186.84,11,4,10,37.37,6.00,,103329,37.70,
2023-03-10,102267,2.00,64.40,11,4,10,32.20,11.00,,21768,32.20,
2023-03-10,161,,,11,4,10,,8.00,,21768,32.20,
2023-03-10,33453,2.00,70.28,11,4,10,35.14,1.00,,23131,35.40,
2023-03-10,106122,3.00,100.47,11,4,10,33.49,10.00,1,103329,33.49,
2023-03-10,23243,1.00,39.70,11,4,10,39.70,4.00,,23131,39.70,
2023-03-10,21999,2.00,64.40,11,4,10,32.20,,,21768,32.20,
2023-03-10,102270,1.00,28.80,11,4,10,28.80,6.00,,21768,28.80,
2023-03-11,33453,,,11,5,11,,1.00,,23131,35.40,
2023-03-11,44213,3.00,113.10,11,5,11,37.70,3.00,,103329,37.70,
2023-03-11,106122,9.00,301.41,11,5,11,33.49,13.00,1,103329,33.49,
2023-03-11,161,2.00,64.40,11,5,11,32.20,6.00,,21768,32.20,
2023-03-11,22437,11.00,360.80,11,5,11,32.80,20.00,,103329,32.80,
2023-03-11,23243,,,11,5,11,,16.00,,23131,39.70,
2023-03-11,102267,,,11,5,11,,11.00,,21768,32.20,
2023-03-11,102270,2.00,57.60,11,5,11,28.80,4.00,,21768,28.80,
2023-03-12,161,1.00,32.20,11,6,12,32.20,5.00,,21768,32.20,
2023-03-12,44213,,,11,6,12,,3.00,,103329,37.70,
2023-03-12,102267,,,11,6,12,,11.00,,21768,32.20,
2023-03-12,22437,8.00,249.25,11,6,12,31.16,12.00,,103329,32.80,
2023-03-12,33453,,,11,6,12,,1.00,,23131,35.40,
2023-03-12,106122,9.00,301.41,11,6,12,33.49,4.00,1,103329,33.49,
2023-03-12,23243,1.00,39.20,11,6,12,39.20,15.00,,23131,39.70,
2023-03-12,21999,1.00,32.20,11,6,12,32.20,-1.00,,21768,32.20,
2023-03-12,102270,,,11,6,12,,4.00,,21768,28.80,
2023-03-13,161,3.00,96.60,12,,13,32.20,2.00,,21768,32.20,
2023-03-13,22437,10.00,328.00,12,,13,32.80,12.00,,103329,32.80,
